code,entry_date,entry_price,exit_date,exit_price,reason,bars,gross_ret,ret,score,ret5,shrink,gap,density,priority
sh.600993,2025-09-12,286.0561,2025-09-18,277.4744,SL,5,-0.03,-0.032948,0.0884,0.0232,0.7442,0.0004,6,0.0884
sh.603639,2025-09-12,51.4341,2025-09-16,49.891,SL,3,-0.03,-0.032947,0.0866,0.0239,0.7475,0.0,6,0.0866
sh.600612,2025-09-19,5857.4876,2025-09-25,5681.7629,SL,5,-0.03,-0.032948,0.1653,-0.0508,0.6629,-0.0038,2,0.1653
sz.002333,2025-09-19,20.42,2025-09-23,19.8074,SL,3,-0.03,-0.032948,0.1407,-0.0489,0.7216,0.0,2,0.1407
sh.603153,2025-09-24,18.8795,2025-09-30,19.8235,TP,5,0.05,0.046913,0.2253,-0.0942,0.578,-0.0066,7,0.2253
sz.002100,2025-09-24,96.2775,2025-10-09,93.3892,SL,6,-0.03,-0.032947,0.1913,-0.0659,0.6207,-0.0013,7,0.1913
sh.603199,2025-09-24,40.5474,2025-10-09,39.331,SL,6,-0.03,-0.032947,0.1781,-0.0676,0.6562,-0.0003,7,0.1781
sh.605365,2025-09-24,16.1815,2025-10-09,16.6034,TIME,6,0.02607,0.023024,0.1596,-0.0697,0.7055,0.0,7,0.1596
sh.603237,2025-09-24,37.5826,2025-10-09,36.727,TIME,6,-0.022766,-0.025726,0.1534,-0.0474,0.6875,-0.0062,7,0.1534
sz.000650,2025-09-24,117.1883,2025-09-29,113.6726,SL,4,-0.03,-0.032948,0.1461,-0.0684,0.7373,-0.0048,7,0.1461
sz.000913,2025-09-24,39.1205,2025-10-09,39.5115,TIME,6,0.009994,0.006977,0.1228,-0.0367,0.7481,-0.0035,7,0.1228
sz.002060,2025-10-10,16.9732,2025-10-17,16.464,SL,6,-0.03,-0.032947,0.2302,-0.0979,0.5712,-0.0078,6,0.2302
sz.002677,2025-10-10,36.7623,2025-10-13,35.6594,SL,2,-0.03,-0.032948,0.174,-0.0587,0.6529,0.0097,6,0.174
sh.600012,2025-10-10,30.6234,2025-10-13,32.1546,TP,2,0.05,0.046913,0.1684,0.003,0.5744,-0.0008,6,0.1684
sz.001376,2025-10-10,12.854,2025-10-17,13.2951,TIME,6,0.034318,0.031258,0.1305,-0.0384,0.7314,0.0,6,0.1305
sz.002016,2025-10-10,31.6425,2025-10-13,30.6932,SL,2,-0.03,-0.032948,0.1248,-0.023,0.7224,0.0,6,0.1248
sh.603998,2025-10-10,54.8283,2025-10-13,53.1835,SL,2,-0.03,-0.032948,0.1031,0.0008,0.741,0.0008,6,0.1031
sh.603833,2025-10-14,87.4267,2025-10-21,88.8105,TIME,6,0.015828,0.0128,0.1198,0.0008,0.6995,-0.0015,1,0.1198
sh.603215,2026-01-12,23.2025,2026-01-14,24.3626,TP,3,0.05,0.046913,0.1747,-0.0268,0.6035,-0.0065,7,0.1747
sh.600515,2026-01-12,13.8946,2026-01-14,13.4778,SL,3,-0.03,-0.032948,0.1481,-0.0788,0.748,-0.0061,7,0.1481
sh.603787,2026-01-12,14.9563,2026-01-12,15.7041,TP,1,0.05,0.046912,0.131,-0.0512,0.7494,0.0015,7,0.131
sz.002932,2026-01-12,74.8929,2026-01-19,74.933,TIME,6,0.000535,-0.002466,0.1262,-0.0219,0.7174,-0.0032,7,0.1262
sh.600681,2026-01-12,35.8696,2026-01-14,34.7935,SL,3,-0.03,-0.032947,0.1226,-0.0139,0.7142,0.0,7,0.1226
sz.002039,2026-01-12,51.6598,2026-01-15,54.2427,TP,4,0.05,0.046912,0.107,-0.0094,0.7465,0.0006,7,0.107
sh.605001,2026-01-12,10.9513,2026-01-19,11.346,TIME,6,0.036036,0.032973,0.1042,0.021,0.708,-0.0026,7,0.1042
sh.600648,2026-01-13,61.9217,2026-01-20,62.2149,TIME,6,0.004735,0.001727,0.153,-0.0213,0.6494,-0.0009,3,0.153
sh.600587,2026-01-13,97.9465,2026-01-20,95.0081,SL,6,-0.03,-0.032948,0.0925,0.0417,0.7061,0.0042,3,0.0925
sh.601155,2026-01-13,23.7583,2026-01-14,23.0455,SL,2,-0.03,-0.032948,0.0911,0.0358,0.7184,0.0,3,0.0911
sh.600983,2026-01-14,22.1133,2026-01-15,23.2189,TP,2,0.05,0.046913,0.1707,-0.04,0.6331,-0.0048,8,0.1707
sh.603507,2026-01-14,39.001,2026-01-14,37.8309,SL,1,-0.03,-0.032948,0.164,-0.0203,0.6204,-0.007,8,0.164
sh.603279,2026-01-14,31.3778,2026-01-21,31.6752,TIME,6,0.009479,0.006462,0.1601,-0.0047,0.6068,0.0018,8,0.1601
sh.600273,2026-01-14,14.9839,2026-01-14,15.7331,TP,1,0.05,0.046913,0.1462,-0.0334,0.6847,-0.0011,8,0.1462
sh.603219,2026-01-14,26.3312,2026-01-21,27.4346,TIME,6,0.041906,0.038833,0.1404,-0.0074,0.6602,-0.0011,8,0.1404
sh.603235,2026-01-14,29.1877,2026-01-21,29.1555,TIME,6,-0.001102,-0.0041,0.1349,0.0063,0.6533,0.0041,8,0.1349
sz.002598,2026-01-14,23.828,2026-01-19,25.0194,TP,4,0.05,0.046913,0.1252,0.0117,0.6694,0.0032,8,0.1252
sh.601512,2026-01-14,11.2104,2026-01-16,10.8741,SL,3,-0.03,-0.032948,0.0991,0.02,0.7223,-0.0196,8,0.0991
sz.002333,2026-01-15,21.9937,2026-01-22,22.9679,TIME,6,0.044293,0.041216,0.1239,-0.0151,0.713,0.0,2,0.1239
sh.605333,2026-01-15,31.293,2026-01-22,31.4451,TIME,6,0.004862,0.001854,0.1237,0.0087,0.6776,-0.0099,2,0.1237
sh.603466,2026-03-03,50.0435,2026-03-03,48.5422,SL,1,-0.03,-0.032948,0.1793,-0.0608,0.6429,-0.0018,2,0.1793
sh.603328,2026-03-03,38.3985,2026-03-03,37.2465,SL,1,-0.03,-0.032947,0.073,0.0591,0.7289,0.0008,2,0.073
sh.600883,2026-03-04,30.3525,2026-03-06,31.8701,TP,3,0.05,0.046913,0.1536,-0.0498,0.6908,-0.0119,1,0.1536
sz.002579,2026-07-20,57.7312,2026-07-20,55.9993,SL,1,-0.03,-0.032948,0.289,-0.3055,0.7359,-0.0032,1,0.289
sz.003020,2026-07-22,42.1049,2026-07-22,44.2101,TP,1,0.05,0.046913,0.24,-0.2274,0.7411,-0.0274,7,0.24
sz.002728,2026-07-22,45.3273,2026-07-23,47.5936,TP,2,0.05,0.046913,0.2151,-0.1219,0.6451,-0.0161,7,0.2151
sh.600129,2026-07-22,35.0931,2026-07-22,36.8478,TP,1,0.05,0.046913,0.2095,-0.1322,0.6745,-0.0131,7,0.2095
sh.600977,2026-07-22,13.2332,2026-07-29,13.6388,TIME,6,0.030655,0.027601,0.1327,0.0065,0.6584,-0.0058,7,0.1327
sh.600422,2026-07-22,74.731,2026-07-29,78.4676,TP,6,0.05,0.046913,0.1301,-0.0146,0.6967,-0.0034,7,0.1301
sh.600749,2026-07-22,32.2837,2026-07-29,32.621,TIME,6,0.010448,0.007429,0.1208,-0.0111,0.7146,-0.0015,7,0.1208
sh.600789,2026-07-22,17.6585,2026-07-29,18.0498,TIME,6,0.022161,0.019122,0.1001,0.0098,0.735,0.0,7,0.1001
sz.001206,2026-07-30,38.5954,2026-07-30,37.4375,SL,1,-0.03,-0.032948,0.2057,-0.1567,0.7208,-0.0098,7,0.2057
sh.603192,2026-07-30,29.1236,2026-07-30,28.2498,SL,1,-0.03,-0.032948,0.1561,-0.0674,0.7108,-0.0064,7,0.1561
sz.001395,2026-07-30,37.9074,2026-08-04,39.8811,TP,4,0.052068,0.048977,0.1561,-0.0492,0.6836,-0.0071,7,0.1561
sz.001388,2026-07-30,30.9003,2026-07-30,29.9733,SL,1,-0.03,-0.032948,0.1278,-0.0443,0.7471,-0.0179,7,0.1278
sh.603677,2026-07-30,36.0305,2026-08-06,37.832,TP,6,0.05,0.046913,0.1162,-0.0186,0.7373,-0.0016,7,0.1162
sh.603733,2026-07-30,24.3294,2026-07-30,23.5995,SL,1,-0.03,-0.032948,0.1156,-0.0133,0.7311,0.0039,7,0.1156
sz.002907,2026-07-30,12.9015,2026-08-04,13.5466,TP,4,0.05,0.046913,0.1082,0.0137,0.7089,-0.0079,7,0.1082
sz.000803,2026-07-31,25.0798,2026-07-31,26.3338,TP,1,0.05,0.046913,0.1229,-0.0353,0.7457,0.0,3,0.1229
sz.002339,2026-07-31,39.1421,2026-08-03,41.0992,TP,2,0.05,0.046913,0.1024,0.0028,0.7398,-0.0014,3,0.1024
sh.603151,2026-07-31,12.7995,2026-08-04,13.4395,TP,3,0.05,0.046913,0.0817,0.0554,0.7127,-0.005,3,0.0817
