code,ex_date,cash_ps
sz.002556,2019-06-27,0.07
sz.002556,2020-06-12,0.1
sz.002556,2021-07-20,0.1
sz.002556,2021-12-09,0.2
sz.002556,2022-05-27,0.2
sz.002556,2023-06-07,0.3
sz.002556,2024-05-29,0.2
sz.002556,2025-05-29,0.2
sz.002556,2025-12-24,0.05
sz.002556,2026-06-11,0.1
sz.002557,2015-05-28,0.7
sz.002557,2016-05-23,0.5
sz.002557,2017-05-24,0.4
sz.002557,2018-05-30,0.35
sz.002557,2019-05-31,0.5
sz.002557,2020-06-11,0.7
sz.002557,2021-06-11,0.8
sz.002557,2022-06-22,0.85
sz.002557,2023-06-20,1.0
sz.002557,2024-06-14,1.0
sz.002557,2025-01-17,0.3
sz.002557,2025-06-20,1.0
sz.002557,2026-06-15,1.0
sz.002558,2017-06-22,0.2
sz.002558,2018-07-09,0.2
sz.002558,2019-07-17,0.17
sz.002558,2020-06-11,0.13
sz.002558,2021-06-09,0.16
sz.002558,2022-06-02,0.16
sz.002558,2023-06-05,0.16
sz.002558,2023-09-27,0.13
sz.002558,2024-06-06,0.08
sz.002558,2024-09-27,0.14
sz.002558,2025-05-26,0.14
sz.002558,2025-09-23,0.15
sz.002558,2026-06-01,0.19
sz.002559,2015-04-21,0.25
sz.002559,2016-05-04,0.15
sz.002559,2017-05-15,0.175
sz.002559,2018-06-04,0.175
sz.002559,2019-05-29,0.3
sz.002559,2020-05-21,0.05
sz.002559,2021-06-03,0.15
sz.002559,2022-05-11,0.15
sz.002559,2023-06-06,0.15
sz.002559,2024-05-21,0.1
sz.002559,2025-05-30,0.075
sz.002559,2026-05-21,0.075
sz.002560,2015-06-12,0.15
sz.002560,2017-07-13,0.05
sz.002560,2018-05-25,0.02
sz.002560,2019-08-27,0.1
sz.002560,2020-08-21,0.1
sz.002560,2024-10-22,0.1
sz.002560,2026-05-13,0.1
sz.002561,2015-04-30,0.36
sz.002561,2016-05-06,0.36
sz.002561,2017-05-11,0.36
sz.002561,2018-05-15,0.36
sz.002561,2019-05-16,0.36
sz.002561,2020-05-20,0.36
sz.002561,2021-05-13,0.12
sz.002561,2022-06-29,0.16
sz.002561,2023-05-11,0.12
sz.002561,2024-05-14,0.12
sz.002561,2025-05-09,0.06
sz.002562,2015-06-05,0.1
sz.002562,2017-04-14,0.1
sz.002562,2018-05-29,0.2
sz.002562,2019-06-21,0.1
sz.002562,2023-05-10,0.1
sz.002562,2026-06-03,0.1
sz.002563,2015-04-30,1.0
sz.002563,2016-05-09,0.25
sz.002563,2017-04-27,0.375
sz.002563,2018-05-25,0.25
sz.002563,2019-05-28,0.35
sz.002563,2020-05-27,0.45
sz.002563,2021-05-21,0.25
sz.002563,2021-09-28,0.25
sz.002563,2022-05-11,0.5
sz.002563,2023-05-18,0.2
sz.002563,2024-05-10,0.3
sz.002563,2025-05-19,0.35
sz.002563,2025-10-15,0.15
sz.002563,2026-05-11,0.15
sz.002563,2026-09-03,0.15
sz.002564,2016-05-27,0.01
sz.002565,2016-11-24,0.1
sz.002565,2018-08-06,0.201666
sz.002565,2024-07-08,0.026
sz.002565,2025-06-19,0.04
sz.002566,2015-06-26,0.05
sz.002566,2018-06-28,0.05
sz.002566,2020-06-16,0.05
sz.002566,2021-05-18,0.03
sz.002566,2022-07-07,0.03
sz.002566,2023-07-07,0.05
sz.002566,2024-05-22,0.15
sz.002566,2025-05-22,0.1
sz.002566,2026-05-29,0.08
sz.002567,2015-06-25,0.13
sz.002567,2016-06-14,0.13
sz.002567,2017-06-06,0.15
sz.002567,2018-06-14,0.15
sz.002567,2019-07-05,0.1
sz.002567,2020-06-19,0.229816
sz.002567,2021-05-14,0.13
sz.002567,2023-07-10,0.037
sz.002568,2015-09-29,1.0
sz.002568,2018-09-25,0.12
sz.002568,2019-08-22,0.4
sz.002568,2020-08-27,0.6
sz.002568,2021-06-08,0.5
sz.002568,2022-06-16,0.5
sz.002568,2023-08-25,0.5
sz.002568,2025-06-05,0.3
sz.002568,2026-06-05,0.3
sz.002572,2015-05-07,0.35
sz.002572,2016-03-03,0.5
sz.002572,2017-04-24,0.7
sz.002572,2018-04-25,0.45
sz.002572,2019-04-04,0.5
sz.002572,2020-04-24,0.55
sz.002572,2021-05-24,0.6
sz.002572,2022-05-27,0.6
sz.002572,2023-05-16,0.7
sz.002572,2024-05-21,1.0
sz.002572,2025-05-29,1.0
sz.002572,2026-05-21,0.8
sz.002573,2015-05-27,0.2
sz.002573,2016-06-27,0.1
sz.002573,2017-07-12,0.1
sz.002573,2018-07-11,0.1
sz.002573,2019-06-26,0.1
sz.002573,2020-05-28,0.15
sz.002573,2021-06-04,0.1
sz.002573,2022-07-26,0.1
sz.002573,2023-07-04,0.1
sz.002573,2024-07-18,0.100673
sz.002574,2015-06-04,0.1
sz.002574,2016-06-17,0.05
sz.002574,2017-06-09,0.05
sz.002574,2018-06-07,0.05
sz.002574,2019-06-17,0.05
sz.002574,2020-06-11,0.03
sz.002574,2024-07-10,0.1
sz.002575,2015-03-19,0.1
sz.002576,2016-06-21,0.03
sz.002576,2017-06-13,0.01
sz.002576,2018-05-30,0.01
sz.002576,2019-06-20,0.05
sz.002576,2020-07-16,0.05
sz.002576,2021-06-25,0.1
sz.002576,2022-07-08,0.08
sz.002576,2023-07-07,0.038
sz.002576,2024-06-13,0.055
sz.002576,2025-07-11,0.08
sz.002576,2026-06-10,0.08
sz.002578,2015-05-28,0.2
sz.002578,2018-06-08,0.02
sz.002578,2021-06-22,0.03
sz.002578,2024-06-06,0.04
sz.002579,2015-06-26,0.03
sz.002579,2016-06-23,0.03
sz.002579,2017-06-13,0.1
sz.002579,2018-06-27,0.1
sz.002579,2019-06-04,0.1
sz.002579,2020-06-16,0.1
sz.002579,2021-06-15,0.06
sz.002579,2022-05-31,0.08
sz.002579,2023-06-20,0.08
sz.002580,2015-05-04,0.1
sz.002580,2016-06-21,0.05
sz.002580,2017-04-18,0.05
sz.002580,2020-06-03,0.025
sz.002580,2021-05-20,0.025
sz.002580,2023-06-16,0.019
sz.002580,2024-06-21,0.057
sz.002580,2025-06-27,0.04
sz.002580,2026-06-12,0.04
sz.002581,2016-06-21,0.05
sz.002582,2015-07-06,0.1
sz.002582,2017-05-26,0.07
sz.002582,2018-06-04,0.07
sz.002582,2019-05-23,0.079
sz.002582,2020-05-28,0.086
sz.002582,2021-05-31,1.0
sz.002582,2022-05-30,0.1
sz.002582,2023-06-02,0.1
sz.002582,2024-05-27,0.6
sz.002582,2024-09-04,0.4
sz.002582,2025-05-26,1.0
sz.002582,2026-06-01,0.6
sz.002583,2015-06-02,0.02
sz.002583,2016-05-24,0.033
sz.002583,2017-05-25,0.035
sz.002583,2018-07-04,0.025
sz.002583,2019-06-18,0.035
sz.002583,2021-05-24,0.011
sz.002584,2015-06-02,0.04
sz.002584,2016-04-27,0.1
sz.002584,2017-05-12,0.05
sz.002584,2024-07-10,0.02
sz.002584,2024-12-23,0.033
sz.002585,2015-06-09,0.03
sz.002585,2016-04-19,0.02
sz.002585,2017-06-28,0.02
sz.002585,2018-07-11,0.01
sz.002585,2019-04-19,0.2
sz.002585,2020-06-11,0.03
sz.002585,2021-06-08,0.2
sz.002585,2022-05-17,0.3
sz.002585,2023-06-29,0.2
sz.002585,2024-06-25,0.03
sz.002585,2025-06-18,0.03
sz.002585,2026-05-29,0.02
sz.002586,2015-06-05,0.1
sz.002586,2016-06-08,0.05
sz.002586,2017-07-11,0.05
sz.002586,2018-06-15,0.045532
sz.002586,2019-07-19,0.15
sz.002587,2015-06-17,0.15
sz.002587,2016-06-01,0.029831
sz.002587,2017-06-06,0.1
sz.002587,2018-06-20,0.1
sz.002587,2019-06-05,0.100251
sz.002587,2020-06-15,0.08
sz.002587,2021-06-24,0.019895
sz.002587,2022-05-16,0.05
sz.002587,2023-06-01,0.03
sz.002587,2024-05-31,0.06
sz.002587,2025-06-05,0.02
sz.002587,2026-05-27,0.05
sz.002588,2015-05-04,0.5
sz.002588,2016-05-31,0.2
sz.002588,2017-06-08,0.1
sz.002588,2018-06-08,0.05
sz.002588,2019-06-12,0.02
sz.002588,2020-06-12,0.02
sz.002588,2021-06-11,0.07
sz.002588,2022-06-10,0.07
sz.002588,2023-06-09,0.05
sz.002588,2024-06-07,0.13
sz.002588,2025-06-05,0.26
sz.002588,2025-09-25,0.045
sz.002588,2026-06-11,0.27
sz.002589,2015-07-09,0.066
sz.002589,2016-05-19,0.043
sz.002589,2017-05-15,0.091
sz.002589,2018-07-18,0.068
sz.002589,2019-06-27,0.052
sz.002589,2021-06-23,0.018
sz.002589,2022-07-22,0.009
sz.002589,2024-06-04,0.013
sz.002589,2024-11-29,0.007
sz.002589,2025-07-08,0.004
sz.002589,2026-06-30,0.002
sz.002590,2015-05-29,0.08
sz.002590,2016-05-25,0.04
sz.002590,2017-07-04,0.025
sz.002590,2018-06-01,0.03
sz.002590,2020-06-05,0.1
sz.002590,2021-06-08,0.05
sz.002590,2022-07-04,0.085
sz.002590,2023-06-27,0.08
sz.002590,2025-06-17,0.06
sz.002590,2026-05-28,0.085
sz.002591,2015-07-07,0.005
sz.002591,2018-06-21,0.300263
sz.002592,2015-06-02,0.15
sz.002592,2016-06-21,0.2
sz.002592,2017-07-05,0.25
sz.002592,2018-06-13,0.25
sz.002592,2025-11-10,0.2
sz.002592,2026-05-19,0.05
sz.002593,2015-04-14,0.06
sz.002593,2016-05-17,0.1
sz.002593,2017-07-03,0.049868
sz.002593,2018-07-03,0.05
sz.002593,2019-05-24,0.050301
sz.002593,2020-06-22,0.05
sz.002593,2021-05-18,0.05
sz.002593,2022-06-24,0.05
sz.002593,2024-05-28,0.05
sz.002593,2025-05-21,0.05
sz.002593,2026-05-22,0.05
sz.002594,2016-12-13,0.367
sz.002594,2017-08-04,0.178
sz.002594,2018-08-17,0.141
sz.002594,2019-07-26,0.204
sz.002594,2020-08-18,0.06
sz.002594,2021-08-06,0.148
sz.002594,2022-07-29,0.105
sz.002594,2023-07-28,1.142
sz.002594,2024-07-29,3.097772
sz.002594,2025-07-29,3.974
sz.002594,2026-07-31,0.358
sz.002595,2015-04-10,0.5
sz.002595,2016-05-11,0.25
sz.002595,2017-05-12,0.375
sz.002595,2018-07-06,0.375
sz.002595,2019-06-19,0.375
sz.002595,2020-10-15,0.375
sz.002595,2021-09-29,0.375
sz.002595,2022-06-30,0.375
sz.002595,2023-06-29,0.375
sz.002595,2024-07-10,0.625
sz.002595,2024-10-23,0.375
sz.002595,2025-07-10,0.4
sz.002595,2026-05-11,1.0
sz.002596,2015-06-16,0.020022
sz.002596,2016-06-17,0.030009
sz.002596,2017-04-28,0.03
sz.002596,2018-05-28,0.02
sz.002596,2019-06-12,0.008
sz.002596,2021-06-09,0.01
sz.002597,2015-04-21,0.3
sz.002597,2016-05-12,0.17
sz.002597,2017-04-27,0.4
sz.002597,2018-04-11,0.6
sz.002597,2019-04-26,0.36
sz.002597,2020-04-16,0.54
sz.002597,2021-05-21,0.45
sz.002597,2022-04-29,0.65
sz.002597,2023-05-31,0.8
sz.002597,2024-05-24,0.2
sz.002597,2025-05-22,0.83
sz.002597,2026-05-21,0.2
sz.002598,2015-06-11,0.1
sz.002598,2016-05-10,0.2
sz.002598,2017-07-11,0.2
sz.002598,2019-05-10,0.2
sz.002598,2020-06-17,0.19
sz.002598,2022-05-20,0.1
sz.002598,2023-06-26,0.1
sz.002598,2024-07-05,0.1
sz.002598,2025-07-25,0.1
sz.002598,2026-07-10,0.1
sz.002599,2015-05-29,0.03
sz.002599,2016-07-04,0.03
sz.002599,2017-06-07,0.03
sz.002599,2018-06-27,0.05
sz.002599,2024-05-31,0.02
sz.002599,2025-05-30,0.02
sz.002599,2026-06-16,0.01
sz.002600,2015-04-10,0.1
sz.002600,2016-10-19,0.05
sz.002600,2017-07-17,0.1
sz.002600,2020-09-24,0.2
sz.002600,2023-07-07,0.115502
sz.002600,2023-10-19,0.03
sz.002600,2024-05-30,0.03
sz.002600,2025-05-07,0.02
sz.002600,2025-11-04,0.02
sz.002600,2026-05-19,0.02
sz.002601,2015-04-24,0.1
sz.002601,2016-04-27,0.35
sz.002601,2016-12-08,0.3
sz.002601,2017-05-12,0.200847
sz.002601,2017-12-07,0.5
sz.002601,2018-05-04,0.55
sz.002601,2018-10-25,0.654028
sz.002601,2019-06-17,0.1
sz.002601,2019-06-19,0.6
sz.002601,2019-12-13,0.15
sz.002601,2020-06-10,0.9
sz.002601,2020-12-17,0.11
sz.002601,2021-05-17,0.9
sz.002601,2021-11-19,0.25
sz.002601,2022-05-16,1.0
sz.002601,2022-11-18,0.2
sz.002601,2023-05-29,0.6
sz.002601,2023-11-08,0.3
sz.002601,2024-05-30,0.6
sz.002601,2024-12-11,0.3
sz.002601,2025-06-11,0.5
sz.002601,2025-12-17,0.1
sz.002602,2015-06-18,0.1
sz.002602,2016-09-30,0.1
sz.002602,2017-12-06,0.1
sz.002602,2018-10-31,0.1
sz.002602,2019-06-06,0.1
sz.002602,2026-05-29,0.06
sz.002603,2015-05-20,0.1
sz.002603,2016-06-14,0.1
sz.002603,2017-06-12,0.1
sz.002603,2018-07-02,0.1
sz.002603,2019-07-01,0.1
sz.002603,2020-06-02,0.2
sz.002603,2021-07-07,1.0
sz.002603,2022-07-19,0.3
sz.002603,2023-07-17,0.5
sz.002603,2024-07-19,0.3
sz.002603,2025-10-22,0.3
sz.002603,2026-06-16,0.5
sz.002605,2016-07-20,0.1
sz.002605,2018-06-28,0.1
sz.002605,2019-07-10,0.100011
sz.002605,2020-06-18,0.401736
sz.002605,2021-06-18,0.5
sz.002605,2022-08-05,0.3
sz.002605,2023-06-05,0.25
sz.002605,2024-06-20,0.9
sz.002605,2025-06-05,0.5
sz.002605,2026-06-10,0.5
sz.002606,2015-05-18,0.075
sz.002606,2016-06-29,0.075
sz.002606,2017-05-12,0.1
sz.002606,2018-06-19,0.015
sz.002606,2020-07-15,0.012
sz.002606,2021-06-08,0.025
sz.002606,2022-06-13,0.036
sz.002606,2023-07-06,0.042
sz.002606,2024-07-01,0.013
sz.002606,2024-12-30,0.054
sz.002606,2025-05-28,0.02
sz.002606,2025-09-26,0.011
sz.002606,2026-05-29,0.038
sz.002607,2017-06-09,0.05
sz.002607,2018-07-06,0.02
sz.002607,2019-01-08,0.39
sz.002607,2019-05-13,0.23
sz.002607,2020-05-20,0.24
sz.002608,2021-06-30,0.2
sz.002608,2023-07-13,0.1
sz.002608,2024-07-05,0.1
sz.002608,2025-07-18,0.1
sz.002608,2026-07-14,0.13
sz.002609,2015-06-24,0.05
sz.002609,2016-06-13,0.1
sz.002609,2017-06-13,0.12
sz.002609,2018-05-31,0.12
sz.002609,2018-10-15,0.3
sz.002609,2019-06-04,0.15
sz.002609,2020-05-29,0.03
sz.002609,2021-05-28,0.1
sz.002609,2022-05-31,0.03
sz.002609,2023-06-06,0.03
sz.002609,2024-06-05,0.125
sz.002609,2025-05-30,0.07
sz.002609,2026-06-03,0.085
sz.002611,2015-05-26,0.03
sz.002611,2017-06-08,0.02
sz.002611,2018-06-22,0.045
sz.002611,2025-06-05,0.13
sz.002611,2026-05-14,0.042
sz.002611,2026-08-11,0.2
sz.002612,2016-05-12,0.2
sz.002612,2017-05-25,0.05
sz.002612,2018-05-10,0.15
sz.002612,2018-10-18,0.1
sz.002612,2019-05-08,0.15
sz.002612,2019-09-23,0.2
sz.002612,2020-05-21,0.12
sz.002612,2021-07-16,0.3
sz.002612,2022-06-10,0.07
sz.002612,2024-05-31,0.45
sz.002612,2025-05-22,0.4
sz.002612,2026-05-26,1.2
sz.002613,2016-05-19,0.02
sz.002613,2021-06-22,0.035
sz.002613,2024-06-28,0.065
sz.002613,2025-07-08,0.03
sz.002614,2015-05-28,0.1
sz.002614,2016-05-31,0.1
sz.002614,2017-06-05,0.1
sz.002614,2018-06-04,0.1
sz.002614,2019-05-30,0.1
sz.002614,2020-05-29,0.2
sz.002614,2021-04-30,0.3
sz.002614,2022-05-31,0.3
sz.002614,2023-05-29,0.3
sz.002614,2024-05-29,0.3
sz.002614,2025-05-29,0.1
sz.002614,2026-05-29,0.1
sz.002615,2015-04-30,0.5
sz.002615,2016-05-30,0.05
sz.002615,2017-06-07,0.21
sz.002615,2018-06-14,0.2
sz.002615,2019-05-31,0.08
sz.002615,2020-06-01,0.08
sz.002615,2022-06-02,0.15
sz.002615,2023-06-20,0.2
sz.002615,2024-06-04,0.1
sz.002615,2025-03-11,0.1
sz.002615,2025-05-28,0.15
sz.002616,2015-04-30,0.35
sz.002616,2015-10-19,0.35
sz.002616,2016-09-28,0.12
sz.002616,2018-10-23,0.2
sz.002616,2020-06-03,0.2
sz.002616,2021-04-30,0.2
sz.002616,2024-05-10,0.1
sz.002616,2025-09-24,0.15
sz.002616,2026-05-08,0.25
sz.002617,2015-09-28,0.01
sz.002617,2016-05-27,0.04
sz.002617,2017-05-05,0.03
sz.002617,2018-05-25,0.02
sz.002620,2015-07-16,0.1
sz.002620,2016-05-27,0.15
sz.002620,2017-07-10,0.25
sz.002620,2018-07-13,0.15
sz.002620,2019-07-10,0.06
sz.002620,2020-07-10,0.06
sz.002620,2021-07-14,0.08
sz.002622,2015-03-23,1.0
sz.002623,2015-06-16,0.03
sz.002623,2016-06-21,0.04
sz.002623,2017-06-20,0.013
sz.002623,2022-05-17,0.06
sz.002623,2023-05-30,0.2
sz.002623,2024-05-28,0.5
sz.002623,2025-05-28,0.5
sz.002623,2026-06-04,0.4
sz.002624,2015-06-18,0.04
sz.002624,2016-05-27,0.02655
sz.002624,2017-04-27,0.0888
sz.002624,2018-05-02,0.17
sz.002624,2019-06-11,0.18
sz.002624,2020-07-21,0.24
sz.002624,2021-05-26,0.16
sz.002624,2022-05-26,1.2
sz.002624,2023-05-12,0.35
sz.002624,2024-06-05,0.46
sz.002624,2025-06-09,0.23
sz.002624,2026-06-04,0.33
sz.002625,2016-07-13,0.02
sz.002625,2018-06-06,0.011
sz.002625,2022-12-23,0.135
sz.002625,2024-10-17,0.233
sz.002625,2026-06-30,0.035
sz.002626,2015-06-09,0.3
sz.002626,2016-06-13,0.05
sz.002626,2017-06-12,0.2
sz.002626,2018-05-11,0.4
sz.002626,2019-05-28,0.8
sz.002626,2020-05-29,0.6
sz.002626,2021-06-18,0.6
sz.002626,2022-06-17,0.6
sz.002626,2023-05-26,0.2
sz.002626,2024-06-06,0.2
sz.002626,2025-06-20,0.4
sz.002626,2026-06-10,0.4
sz.002627,2015-06-24,0.2
sz.002627,2016-07-06,0.15
sz.002627,2017-06-06,0.15
sz.002627,2018-07-05,0.15
sz.002627,2019-06-06,0.15
sz.002627,2020-06-19,0.1
sz.002627,2021-06-03,0.05
sz.002627,2022-07-11,0.1
sz.002627,2024-06-14,0.1
sz.002627,2025-06-27,0.1
sz.002627,2026-06-18,0.05
sz.002628,2015-06-15,0.05
sz.002628,2016-08-11,0.015
sz.002628,2017-06-13,0.05
sz.002628,2020-05-27,0.012
sz.002628,2023-07-20,0.023
sz.002629,2015-06-04,0.02
sz.002630,2015-07-08,0.1
sz.002630,2016-06-23,0.035
sz.002630,2017-06-23,0.03
sz.002630,2018-05-18,0.03
sz.002631,2015-04-28,0.05
sz.002631,2016-06-21,0.025
sz.002631,2017-05-22,0.03
sz.002631,2018-05-21,0.02
sz.002631,2019-05-27,0.06
sz.002631,2020-06-01,0.06
sz.002631,2021-05-24,0.03
sz.002631,2022-06-17,0.03
sz.002631,2023-06-20,0.03
sz.002631,2024-05-28,0.03
sz.002632,2015-04-17,0.05
sz.002632,2016-05-27,0.05
sz.002632,2017-05-11,0.03
sz.002632,2018-06-04,0.05
sz.002632,2019-06-13,0.35
sz.002632,2020-06-17,0.03
sz.002632,2020-09-28,0.13
sz.002632,2022-05-27,0.05
sz.002632,2023-05-25,0.45
sz.002632,2024-05-30,0.3
sz.002632,2024-09-19,0.13
sz.002632,2025-05-22,0.13
sz.002632,2025-09-15,0.13
sz.002632,2026-05-11,0.17
sz.002634,2015-07-21,0.2
sz.002634,2016-05-12,0.2
sz.002634,2017-06-16,0.05
sz.002634,2018-05-22,0.05
sz.002635,2015-04-24,0.23
sz.002635,2016-05-03,0.3
sz.002635,2017-05-19,0.3
sz.002635,2018-06-15,0.1
sz.002635,2019-06-04,0.1
sz.002635,2021-05-31,0.2
sz.002635,2022-05-17,0.2
sz.002635,2023-06-20,0.2
sz.002635,2024-06-11,0.3
sz.002635,2025-05-13,0.2
sz.002635,2026-05-12,0.15
sz.002636,2017-07-12,0.065
sz.002636,2021-07-23,0.06
sz.002636,2022-08-09,0.085
sz.002636,2023-06-26,0.085
sz.002636,2024-06-18,0.06
sz.002636,2025-05-29,0.085
sz.002636,2026-05-28,0.125
sz.002637,2015-04-30,0.1
sz.002637,2016-05-05,0.1
sz.002637,2017-06-13,0.15
sz.002637,2018-05-30,0.2
sz.002637,2019-07-04,0.1
sz.002637,2020-06-04,0.1
sz.002637,2021-05-19,0.15
sz.002637,2022-06-20,0.2
sz.002637,2023-06-06,0.1
sz.002637,2024-06-18,0.1
sz.002637,2025-06-18,0.12
sz.002637,2026-07-03,0.12
sz.002638,2015-11-06,0.01
sz.002639,2015-05-29,0.02
sz.002639,2016-05-26,0.0085
sz.002639,2017-07-11,0.0148
sz.002639,2019-07-12,0.00686
sz.002640,2015-06-08,0.03
sz.002640,2016-06-14,0.053
sz.002640,2017-06-05,0.056
sz.002640,2018-07-17,0.053
sz.002640,2019-07-18,0.045
sz.002641,2015-05-29,0.1
sz.002641,2016-05-30,0.05
sz.002641,2017-06-09,0.05
sz.002641,2018-06-29,0.026
sz.002641,2019-06-28,0.033
sz.002641,2020-06-04,0.138
sz.002641,2021-06-30,0.125
sz.002641,2022-06-24,0.072
sz.002641,2023-05-31,0.012
sz.002641,2024-06-28,0.1
sz.002641,2025-07-04,0.05
sz.002641,2026-05-28,0.02
sz.002642,2015-06-19,0.100101
sz.002642,2016-06-24,0.05
sz.002642,2017-07-04,0.02
sz.002643,2015-05-18,0.18
sz.002643,2016-04-20,0.3
sz.002643,2017-05-15,0.35
sz.002643,2018-06-05,0.153
sz.002643,2019-06-20,0.176
sz.002643,2020-06-18,0.204
sz.002643,2021-06-09,0.205
sz.002643,2022-06-06,0.255
sz.002643,2023-06-09,0.295
sz.002643,2024-06-06,0.3
sz.002643,2025-06-06,0.1
sz.002643,2026-06-11,0.125
sz.002644,2015-06-24,0.016
sz.002644,2016-06-07,0.009
sz.002644,2017-06-09,0.012
sz.002644,2018-04-26,0.013
sz.002644,2019-06-05,0.013
sz.002644,2020-06-12,0.06
sz.002644,2021-07-09,0.12
sz.002644,2022-05-27,0.01
sz.002644,2023-06-15,0.05
sz.002644,2024-06-25,0.03
sz.002644,2025-06-24,0.012
sz.002644,2026-06-26,0.02
sz.002645,2015-05-18,0.015
sz.002645,2017-06-07,0.025
sz.002645,2018-06-20,0.08
sz.002645,2019-06-12,0.12
sz.002645,2020-06-09,0.06
sz.002645,2021-06-16,0.08
sz.002645,2022-06-13,0.1
sz.002645,2023-06-01,0.2
sz.002645,2026-06-05,0.1
sz.002646,2015-07-14,0.25
sz.002646,2016-07-15,0.18
sz.002646,2017-06-15,0.17
sz.002646,2018-07-10,0.07
sz.002646,2019-06-05,0.12
sz.002646,2020-07-02,0.03
sz.002646,2022-06-24,0.05
sz.002646,2023-07-12,0.06
sz.002646,2024-06-25,0.13
sz.002646,2024-09-13,0.033
sz.002646,2025-07-10,0.011
sz.002646,2026-07-07,0.005
sz.002647,2019-07-10,0.02
sz.002648,2017-04-14,0.116
sz.002648,2018-04-18,0.088
sz.002648,2019-04-29,0.09
sz.002648,2020-05-18,0.18
sz.002648,2021-06-03,0.17
sz.002648,2022-06-06,0.349303
sz.002648,2022-10-13,0.4
sz.002648,2024-05-14,0.4
sz.002648,2025-06-09,0.5
sz.002648,2026-06-12,0.5
sz.002649,2015-05-15,0.310055
sz.002649,2016-05-31,0.220863
sz.002649,2017-06-05,0.17
sz.002649,2018-06-07,0.083087
sz.002649,2019-05-06,0.086
sz.002649,2020-06-18,0.094
sz.002649,2021-04-22,0.218
sz.002649,2022-05-13,0.31
sz.002649,2023-05-26,0.205
sz.002649,2024-07-16,0.026
sz.002649,2025-05-29,0.171
sz.002649,2026-06-24,0.13
sz.002650,2015-06-09,0.1
sz.002650,2016-07-13,0.04
sz.002650,2017-07-10,0.04
sz.002650,2020-07-09,0.035
sz.002650,2021-07-09,0.01
sz.002650,2022-11-11,0.088
sz.002651,2015-06-26,0.4
sz.002651,2016-07-14,0.06
sz.002651,2017-07-13,0.05
sz.002651,2018-07-26,0.06
sz.002651,2019-07-18,0.06
sz.002651,2020-07-16,0.06
sz.002651,2021-07-16,0.1
sz.002651,2021-09-30,0.15
sz.002651,2022-07-13,0.03
sz.002651,2023-07-13,0.04
sz.002651,2024-07-10,0.04
sz.002651,2025-07-17,0.06
sz.002651,2026-07-16,0.06
sz.002652,2015-04-14,0.05
sz.002652,2016-04-13,0.05
sz.002652,2017-05-11,0.1
sz.002652,2018-06-07,0.05
sz.002653,2015-05-27,0.2
sz.002653,2016-04-26,0.25
sz.002653,2017-06-09,0.46
sz.002653,2018-07-02,0.28
sz.002653,2019-05-15,0.19
sz.002653,2020-07-03,0.091928
sz.002653,2021-04-28,0.372
sz.002653,2022-07-05,0.185186
sz.002653,2024-05-24,0.2
sz.002653,2024-09-18,0.145
sz.002653,2025-01-24,0.135
sz.002653,2025-05-15,0.135
sz.002653,2026-05-15,0.267
sz.002654,2015-03-27,0.05
sz.002654,2016-03-01,0.05
sz.002654,2017-05-19,0.04
sz.002654,2018-05-29,0.05
sz.002654,2026-07-09,0.018
sz.002655,2015-07-02,0.014
sz.002655,2016-05-13,0.011
sz.002655,2017-05-16,0.011
sz.002655,2023-07-11,0.04
sz.002655,2024-05-29,0.03
sz.002655,2025-05-30,0.03
sz.002655,2026-05-29,0.03
sz.002656,2015-03-25,0.11
sz.002656,2016-05-26,0.11
sz.002656,2018-05-31,0.015
sz.002656,2019-06-03,0.004
sz.002657,2015-03-20,0.06
sz.002657,2016-06-27,0.04
sz.002657,2017-07-10,0.05
sz.002657,2019-07-08,0.005
sz.002657,2021-07-12,0.0032
sz.002658,2015-04-17,0.15
sz.002658,2016-04-12,0.088
sz.002658,2017-04-25,0.066
sz.002658,2018-04-27,0.072
sz.002658,2019-05-23,0.1
sz.002658,2020-05-19,0.106
sz.002658,2021-05-17,0.12
sz.002658,2021-10-19,0.15
sz.002658,2022-05-10,0.3
sz.002658,2023-05-12,0.39
sz.002658,2024-05-22,0.3
sz.002658,2025-04-30,0.25
sz.002658,2026-05-15,0.2
sz.002659,2015-06-12,0.004
sz.002660,2016-05-30,0.016
sz.002660,2023-06-01,0.1
sz.002660,2024-06-14,0.1
sz.002660,2025-06-13,0.1
sz.002661,2015-05-19,0.5
sz.002661,2016-04-28,0.5
sz.002661,2017-06-01,0.2
sz.002661,2018-03-30,0.2
sz.002661,2019-06-06,0.25
sz.002661,2020-05-21,0.25
sz.002661,2021-05-26,0.3
sz.002661,2022-06-17,0.2
sz.002661,2023-06-05,0.2
sz.002661,2024-09-27,0.2
sz.002661,2025-04-30,0.3
sz.002661,2026-01-08,0.15
sz.002661,2026-06-04,0.15
sz.002662,2015-06-15,0.3
sz.002662,2016-05-17,0.3
sz.002662,2017-04-19,0.35
sz.002662,2018-06-15,0.064
sz.002662,2019-07-12,0.02
sz.002662,2023-04-28,0.07
sz.002662,2024-04-29,0.1
sz.002662,2025-05-16,0.072
sz.002662,2026-06-15,0.05
sz.002663,2015-06-01,0.061783
sz.002663,2016-06-16,0.011995
sz.002663,2017-04-21,0.007
sz.002663,2018-06-04,0.009
sz.002663,2019-06-06,0.003
sz.002664,2015-04-23,0.2
