code,entry_date,entry_price,exit_date,exit_price,reason,bars,gross_ret,ret,score,ret5,shrink,gap,priority
sh.603209,2025-09-16,21.8842,2025-09-23,21.2277,SL,6,-0.03,-0.032948,0.1532,-0.0169,0.6423,-0.002,0.1532
sz.002332,2025-09-16,29.4391,2025-09-18,28.556,SL,3,-0.03,-0.032948,0.1527,-0.0565,0.703,0.0029,0.1527
sh.603277,2025-09-16,33.1123,2025-09-17,34.7679,TP,2,0.05,0.046912,0.1519,-0.0362,0.6746,0.0,0.1519
sh.600976,2025-09-17,107.5517,2025-09-22,104.3252,SL,4,-0.03,-0.032947,0.1905,-0.0191,0.5525,0.0024,0.1905
sh.600916,2025-09-17,9.8242,2025-09-18,9.5294,SL,2,-0.03,-0.032948,0.1549,-0.0339,0.6635,-0.0035,0.1549
sz.000913,2025-09-17,40.7304,2025-09-22,39.5085,SL,4,-0.03,-0.032948,0.1524,-0.0359,0.673,-0.0006,0.1524
sh.601333,2025-09-17,4.8013,2025-09-19,4.6572,SL,3,-0.03,-0.032947,0.152,-0.0115,0.6374,-0.0029,0.152
sz.002572,2025-09-17,306.9699,2025-09-22,297.7608,SL,4,-0.03,-0.032948,0.1454,-0.0279,0.6783,-0.0007,0.1454
sz.002461,2025-09-17,23.395,2025-09-19,22.6931,SL,3,-0.03,-0.032947,0.1382,-0.03,0.6996,0.0039,0.1382
sh.603529,2025-09-17,80.5448,2025-09-23,78.1285,SL,5,-0.03,-0.032948,0.1376,-0.0285,0.6986,0.0006,0.1376
sh.603866,2025-09-17,24.058,2025-09-18,23.3363,SL,2,-0.03,-0.032948,0.134,-0.0136,0.6854,-0.0034,0.134
sh.603876,2025-09-18,21.8131,2025-09-18,21.1587,SL,1,-0.03,-0.032948,0.172,-0.09,0.7051,-0.0088,0.172
sz.000017,2025-09-18,15.5932,2025-09-18,15.1254,SL,1,-0.03,-0.032948,0.1599,-0.0428,0.6644,-0.0058,0.1599
sz.001360,2025-09-18,16.235,2025-09-23,15.7479,SL,4,-0.03,-0.032948,0.1599,-0.0252,0.6382,-0.0006,0.1599
sh.603995,2025-09-18,29.9923,2025-09-22,29.0925,SL,3,-0.03,-0.032948,0.1548,-0.0165,0.6378,-0.0011,0.1548
sz.000949,2025-09-18,15.8676,2025-09-23,15.3916,SL,4,-0.03,-0.032948,0.1546,0.0459,0.5446,-0.0046,0.1546
sz.002791,2025-09-18,36.0948,2025-09-23,35.0119,SL,4,-0.03,-0.032947,0.1527,0.0204,0.5876,-0.0004,0.1527
sz.002756,2025-09-18,110.8369,2025-09-18,107.5118,SL,1,-0.03,-0.032947,0.1506,-0.016,0.6475,-0.0046,0.1506
sh.603027,2025-09-18,74.6905,2025-09-23,72.4498,SL,4,-0.03,-0.032947,0.1494,-0.0248,0.6636,0.0008,0.1494
sh.600612,2025-09-19,5857.4876,2025-09-25,5681.7629,SL,5,-0.03,-0.032948,0.1653,-0.0508,0.6629,-0.0038,0.1653
sz.002333,2025-09-19,20.42,2025-09-23,19.8074,SL,3,-0.03,-0.032948,0.1407,-0.0489,0.7216,0.0,0.1407
sz.001201,2025-09-22,28.5226,2025-09-23,27.6669,SL,2,-0.03,-0.032947,0.2097,-0.056,0.5597,-0.0048,0.2097
sh.603619,2025-09-22,20.9163,2025-09-23,20.2888,SL,2,-0.03,-0.032947,0.1986,-0.0129,0.523,-0.0031,0.1986
sz.000035,2025-09-22,12.7629,2025-09-26,13.401,TP,5,0.05,0.046912,0.1975,-0.0223,0.5397,0.0021,0.1975
sh.600035,2025-09-22,11.2615,2025-09-29,11.093,TIME,6,-0.014963,-0.017936,0.185,-0.0123,0.5559,-0.0025,0.185
sh.600502,2025-09-22,57.5857,2025-09-29,56.7188,TIME,6,-0.015054,-0.018027,0.1781,-0.0169,0.58,0.0,0.1781
sz.000422,2025-09-22,153.1629,2025-09-22,148.568,SL,1,-0.03,-0.032948,0.1715,-0.0854,0.6993,0.0022,0.1715
sh.603477,2025-09-22,21.7945,2025-09-23,21.1406,SL,2,-0.03,-0.032948,0.1642,-0.0599,0.6793,-0.001,0.1642
sz.000017,2025-09-22,15.1187,2025-09-29,14.6651,SL,6,-0.03,-0.032948,0.1609,-0.0681,0.7,-0.003,0.1609
sz.002840,2025-09-23,27.324,2025-09-29,26.5043,SL,5,-0.03,-0.032948,0.2378,-0.0775,0.5218,-0.0071,0.2378
sh.600518,2025-09-23,79.238,2025-09-30,77.6994,TIME,6,-0.019417,-0.022383,0.2161,-0.0505,0.5355,-0.0048,0.2161
sh.600611,2025-09-23,3272.4371,2025-09-23,3174.264,SL,1,-0.03,-0.032948,0.2093,-0.0256,0.5152,0.0016,0.2093
sz.000863,2025-09-23,12.8135,2025-09-23,12.4291,SL,1,-0.03,-0.032948,0.2045,-0.0132,0.5086,-0.0027,0.2045
sh.600008,2025-09-23,24.511,2025-09-30,24.6661,TIME,6,0.006329,0.003318,0.2027,-0.0336,0.5436,0.0,0.2027
sh.600433,2025-09-23,17.8332,2025-09-23,17.2982,SL,1,-0.03,-0.032947,0.2017,-0.0634,0.5909,0.0,0.2017
sh.603050,2025-09-23,55.9485,2025-09-25,58.7459,TP,3,0.05,0.046912,0.2012,-0.0499,0.5719,-0.006,0.2012
sh.600686,2025-09-23,114.8121,2025-09-30,115.2188,TIME,6,0.003543,0.000537,0.1963,-0.0463,0.5787,-0.0035,0.1963
sh.603153,2025-09-24,18.8795,2025-09-30,19.8235,TP,5,0.05,0.046913,0.2253,-0.0942,0.578,-0.0066,0.2253
sz.002100,2025-09-24,96.2775,2025-10-09,93.3892,SL,6,-0.03,-0.032947,0.1913,-0.0659,0.6207,-0.0013,0.1913
sh.603199,2025-09-24,40.5474,2025-10-09,39.331,SL,6,-0.03,-0.032947,0.1781,-0.0676,0.6562,-0.0003,0.1781
sh.605365,2025-09-24,16.1815,2025-10-09,16.6034,TIME,6,0.02607,0.023024,0.1596,-0.0697,0.7055,0.0,0.1596
sh.603237,2025-09-24,37.5826,2025-10-09,36.727,TIME,6,-0.022766,-0.025726,0.1534,-0.0474,0.6875,-0.0062,0.1534
sz.000650,2025-09-24,117.1883,2025-09-29,113.6726,SL,4,-0.03,-0.032948,0.1461,-0.0684,0.7373,-0.0048,0.1461
sz.000913,2025-09-24,39.1205,2025-10-09,39.5115,TIME,6,0.009994,0.006977,0.1228,-0.0367,0.7481,-0.0035,0.1228
sz.002219,2025-09-25,49.6523,2025-09-26,48.1627,SL,2,-0.03,-0.032948,0.241,-0.1004,0.5481,0.0,0.241
sz.002535,2025-09-25,14.3645,2025-09-26,13.9057,SL,2,-0.031941,-0.034885,0.2369,-0.079,0.5264,-0.0025,0.2369
sh.600587,2025-09-25,93.953,2025-10-10,95.2919,TIME,6,0.01425,0.011225,0.231,-0.0548,0.5048,-0.0049,0.231
sz.002707,2025-09-25,91.4024,2025-10-09,88.6068,SL,5,-0.030585,-0.033532,0.2255,-0.0818,0.559,0.0,0.2255
sh.600433,2025-09-25,17.5589,2025-10-10,17.8332,TIME,6,0.015625,0.012598,0.2211,-0.0616,0.5396,0.0,0.2211
sh.603128,2025-09-25,20.2264,2025-10-10,20.4604,TIME,6,0.01157,0.00855,0.2031,-0.0337,0.5428,0.0033,0.2031
sz.002075,2025-09-25,17.101,2025-09-29,16.588,SL,3,-0.03,-0.032948,0.1983,-0.0639,0.6002,-0.0053,0.1983
sh.605577,2025-09-25,14.6827,2025-09-29,14.2422,SL,3,-0.03,-0.032947,0.1939,-0.0104,0.5308,-0.0028,0.1939
sh.600272,2025-09-26,13.8364,2025-10-13,13.7281,TIME,6,-0.007831,-0.010817,0.2388,-0.0561,0.487,-0.0016,0.2388
sz.000950,2025-09-26,10.8858,2025-10-13,11.2097,TIME,6,0.029762,0.02671,0.2353,-0.063,0.5062,-0.004,0.2353
sz.000028,2025-09-26,109.8372,2025-10-13,110.0559,TIME,6,0.001991,-0.001012,0.2203,-0.0466,0.5192,-0.002,0.2203
sh.600056,2025-09-26,126.4747,2025-09-29,122.6805,SL,2,-0.03,-0.032948,0.2029,-0.0415,0.5549,-0.0061,0.2029
sh.603408,2025-09-26,14.2279,2025-09-29,14.9393,TP,2,0.05,0.046913,0.2007,-0.0244,0.5349,-0.0078,0.2007
sz.002615,2025-09-26,44.5275,2025-10-10,46.7539,TP,5,0.05,0.046912,0.1855,-0.0628,0.6304,-0.0064,0.1855
sz.002870,2025-09-26,37.2389,2025-09-26,36.1217,SL,1,-0.03,-0.032948,0.1796,-0.0909,0.6874,0.0003,0.1796
sh.600754,2025-09-26,57.7014,2025-10-09,55.9704,SL,4,-0.03,-0.032948,0.1774,-0.0581,0.6437,-0.0021,0.1774
sh.603136,2025-09-29,41.2431,2025-10-09,40.0058,SL,3,-0.03,-0.032948,0.3099,-0.1183,0.4029,-0.0017,0.3099
sh.600054,2025-09-29,42.2431,2025-10-09,40.9758,SL,3,-0.03,-0.032947,0.2894,-0.1008,0.4277,0.0,0.2894
sz.002033,2025-09-29,40.8919,2025-10-09,39.6651,SL,3,-0.03,-0.032948,0.2865,-0.1155,0.4569,-0.0011,0.2865
sh.600138,2025-09-29,41.6456,2025-10-13,40.1807,SL,5,-0.035176,-0.038114,0.266,-0.0701,0.4403,0.0,0.266
sh.603558,2025-09-29,48.025,2025-10-14,49.5964,TIME,6,0.03272,0.029663,0.2315,-0.0543,0.5027,0.002,0.2315
sh.603877,2025-09-29,18.1895,2025-10-14,18.3837,TIME,6,0.010676,0.007657,0.2311,-0.0312,0.469,0.0057,0.2311
sh.600816,2025-09-29,94.1297,2025-10-14,93.2008,TIME,6,-0.009868,-0.012851,0.2123,-0.0559,0.5532,0.0,0.2123
sh.600359,2025-09-29,7.8671,2025-10-13,8.2604,TP,5,0.05,0.046913,0.2048,-0.0775,0.6042,0.006,0.2048
sh.600706,2025-09-30,19.7542,2025-10-09,19.1616,SL,2,-0.03,-0.032948,0.3014,-0.1739,0.5073,0.0,0.3014
sz.002641,2025-09-30,27.975,2025-10-15,28.5633,TIME,6,0.021028,0.017991,0.2703,-0.0992,0.473,0.0023,0.2703
sz.002884,2025-09-30,101.6556,2025-10-13,98.6059,SL,4,-0.03,-0.032948,0.2405,-0.0344,0.4505,-0.0006,0.2405
sh.600993,2025-09-30,276.5209,2025-10-10,290.3469,TP,3,0.05,0.046913,0.1705,-0.0312,0.6207,0.0004,0.1705
sh.605011,2025-09-30,22.4386,2025-10-15,22.5732,TIME,6,0.005996,0.002986,0.1661,-0.0478,0.6565,0.0074,0.1661
sz.002535,2025-09-30,14.0821,2025-10-13,13.6597,SL,4,-0.03,-0.032947,0.1629,-0.0566,0.6778,-0.0025,0.1629
sz.002159,2025-09-30,24.0536,2025-10-09,23.332,SL,2,-0.03,-0.032948,0.1612,-0.0299,0.6419,0.0026,0.1612
sz.002219,2025-09-30,48.544,2025-09-30,50.9712,TP,1,0.05,0.046913,0.1544,-0.0641,0.7101,0.0,0.1544
sh.600056,2025-10-09,123.4949,2025-10-16,122.9431,TIME,6,-0.004468,-0.00746,0.2174,-0.0715,0.5637,0.0036,0.2174
sz.002154,2025-10-09,62.5843,2025-10-13,60.442,SL,3,-0.03423,-0.03717,0.1745,-0.1176,0.7401,0.0099,0.1745
sh.600461,2025-10-09,39.7232,2025-10-16,40.9828,TIME,6,0.03171,0.028655,0.1721,-0.0123,0.5882,0.0011,0.1721
sz.002232,2025-10-09,66.4617,2025-10-13,62.3474,SL,3,-0.061905,-0.064796,0.1708,-0.0247,0.6101,0.0048,0.1708
sh.601368,2025-10-09,5.5706,2025-10-16,5.6736,TIME,6,0.01848,0.015448,0.1706,0.0083,0.5611,0.0021,0.1706
sh.603381,2025-10-09,24.3133,2025-10-10,25.6361,TP,2,0.054407,0.051312,0.1622,-0.0275,0.6357,0.0004,0.1622
sz.002563,2025-10-09,40.0573,2025-10-16,42.0601,TP,6,0.05,0.046913,0.1584,-0.0569,0.6893,0.0035,0.1584
sh.601567,2025-10-09,141.259,2025-10-10,148.322,TP,2,0.05,0.046913,0.1543,0.012,0.5964,0.0004,0.1543
sz.002060,2025-10-10,16.9732,2025-10-17,16.464,SL,6,-0.03,-0.032947,0.2302,-0.0979,0.5712,-0.0078,0.2302
sz.002677,2025-10-10,36.7623,2025-10-13,35.6594,SL,2,-0.03,-0.032948,0.174,-0.0587,0.6529,0.0097,0.174
sh.600012,2025-10-10,30.6234,2025-10-13,32.1546,TP,2,0.05,0.046913,0.1684,0.003,0.5744,-0.0008,0.1684
sz.001376,2025-10-10,12.854,2025-10-17,13.2951,TIME,6,0.034318,0.031258,0.1305,-0.0384,0.7314,0.0,0.1305
sz.002016,2025-10-10,31.6425,2025-10-13,30.6932,SL,2,-0.03,-0.032948,0.1248,-0.023,0.7224,0.0,0.1248
sh.603998,2025-10-10,54.8283,2025-10-13,53.1835,SL,2,-0.03,-0.032948,0.1031,0.0008,0.741,0.0008,0.1031
sh.600605,2025-10-13,608.4133,2025-10-13,590.1609,SL,1,-0.03,-0.032948,0.2586,-0.0651,0.4513,-0.0067,0.2586
sz.002088,2025-10-13,83.6931,2025-10-20,82.1575,TIME,6,-0.018349,-0.021317,0.2027,-0.0461,0.5624,-0.0346,0.2027
sz.002221,2025-10-13,36.362,2025-10-20,36.1861,TIME,6,-0.004837,-0.007828,0.1829,-0.0637,0.6383,-0.0293,0.1829
sz.002462,2025-10-13,24.8305,2025-10-20,25.7053,TIME,6,0.035232,0.032171,0.1783,-0.051,0.6306,-0.0312,0.1783
sz.001205,2025-10-13,22.4756,2025-10-20,22.877,TIME,6,0.017857,0.014826,0.1707,-0.0178,0.5999,-0.0224,0.1707
sh.600706,2025-10-13,18.1416,2025-10-20,18.4898,TIME,6,0.019192,0.016158,0.1516,-0.0743,0.7326,-0.0304,0.1516
sz.000888,2025-10-13,61.2475,2025-10-20,62.1453,TIME,6,0.014658,0.011632,0.1508,-0.0687,0.7261,-0.0262,0.1508
sh.605108,2025-10-13,26.0366,2025-10-20,26.1322,TIME,6,0.003673,0.000666,0.1499,-0.0319,0.6732,-0.0185,0.1499
sh.603833,2025-10-14,87.4267,2025-10-21,88.8105,TIME,6,0.015828,0.0128,0.1198,0.0008,0.6995,-0.0015,0.1198
sh.603050,2025-10-15,61.7919,2025-10-17,59.9381,SL,3,-0.03,-0.032948,0.1724,-0.0335,0.6193,-0.0022,0.1724
sh.600054,2025-10-15,40.5577,2025-10-22,40.6294,TIME,6,0.001768,-0.001235,0.1629,-0.0472,0.6635,0.0,0.1629
sh.600080,2025-10-15,28.7347,2025-10-17,30.1715,TP,3,0.05,0.046913,0.1603,0.0042,0.593,-0.0014,0.1603
sz.002363,2025-10-15,21.6605,2025-10-20,22.7435,TP,4,0.05,0.046913,0.1591,-0.0544,0.684,0.0,0.1591
sz.002707,2025-10-15,85.082,2025-10-22,85.082,TIME,6,0.0,-0.003,0.1557,-0.0592,0.6996,0.0014,0.1557
sz.002159,2025-10-15,22.9996,2025-10-22,23.8806,TIME,6,0.038304,0.035237,0.1484,-0.0413,0.6911,0.0,0.1484
sz.002351,2025-10-15,100.4778,2025-10-17,97.4634,SL,3,-0.03,-0.032947,0.1447,-0.0236,0.6735,-0.0008,0.1447
sh.600182,2025-10-15,19.5133,2025-10-22,19.782,TIME,6,0.01377,0.010746,0.1364,-0.0078,0.6708,0.0,0.1364
sz.000985,2025-10-16,22.5054,2025-10-22,23.6306,TP,5,0.05,0.046913,0.257,-0.0693,0.4616,0.0,0.257
sh.603408,2025-10-16,14.3021,2025-10-23,14.4009,TIME,6,0.006908,0.003896,0.2252,-0.0562,0.5214,0.0,0.2252
sz.000036,2025-10-16,46.7636,2025-10-16,45.3607,SL,1,-0.03,-0.032948,0.2126,-0.0368,0.5236,-0.0024,0.2126
sh.603220,2025-10-16,32.5295,2025-10-17,31.5536,SL,2,-0.03,-0.032948,0.2082,-0.0464,0.549,0.0034,0.2082
sh.603285,2025-10-16,27.9933,2025-10-16,27.1535,SL,1,-0.03,-0.032947,0.1993,-0.0799,0.6216,0.003,0.1993
sh.600605,2025-10-16,587.6336,2025-10-16,617.0153,TP,1,0.05,0.046912,0.1928,-0.0723,0.6263,0.0022,0.1928
sz.000581,2025-10-16,116.5916,2025-10-17,113.0938,SL,2,-0.03,-0.032948,0.1886,-0.0572,0.6144,0.0014,0.1886
sh.605183,2025-10-16,22.5864,2025-10-17,21.9088,SL,2,-0.03,-0.032947,0.1792,-0.0069,0.5623,0.0,0.1792
sz.000949,2025-10-17,15.4995,2025-10-17,15.0345,SL,1,-0.03,-0.032948,0.2537,-0.1174,0.542,0.0,0.2537
sz.000034,2025-10-17,79.8037,2025-10-17,77.4096,SL,1,-0.03,-0.032947,0.2513,-0.1413,0.5837,-0.0066,0.2513
sz.001308,2025-10-17,40.8395,2025-10-24,41.57,TIME,6,0.017889,0.014858,0.2391,-0.0445,0.469,0.0004,0.2391
sh.603341,2025-10-17,46.7113,2025-10-17,45.31,SL,1,-0.03,-0.032948,0.2321,-0.1103,0.5851,-0.0011,0.2321
sh.603197,2025-10-17,62.2102,2025-10-17,60.3439,SL,1,-0.03,-0.032947,0.2197,-0.0839,0.5767,-0.0027,0.2197
sz.000009,2025-10-17,95.4023,2025-10-17,92.5402,SL,1,-0.03,-0.032948,0.2136,-0.0675,0.5672,-0.0009,0.2136
sh.603132,2025-10-17,16.1533,2025-10-20,15.6687,SL,2,-0.03,-0.032948,0.2064,-0.0588,0.5723,0.0071,0.2064
sh.603890,2025-10-17,38.1063,2025-10-17,36.9631,SL,1,-0.03,-0.032948,0.2059,-0.0942,0.6265,-0.0055,0.2059
sz.002488,2025-10-20,61.1727,2025-10-22,64.2314,TP,3,0.05,0.046913,0.3254,-0.1953,0.4794,0.0051,0.3254
sh.600073,2025-10-20,17.6596,2025-10-27,17.9137,TIME,6,0.014388,0.011363,0.2335,-0.0609,0.5075,0.0014,0.2335
sz.002266,2025-10-20,50.3678,2025-10-27,51.5501,TIME,6,0.023474,0.020433,0.2061,-0.0642,0.581,0.0071,0.2061
sz.000923,2025-10-20,20.3126,2025-10-21,21.3282,TP,2,0.05,0.046913,0.2056,-0.0812,0.6078,0.0034,0.2056
sh.601799,2025-10-20,171.1006,2025-10-27,169.2102,TIME,6,-0.011048,-0.014029,0.188,-0.0616,0.6225,0.0098,0.188
sh.603983,2025-10-20,40.3442,2025-10-20,39.1339,SL,1,-0.03,-0.032948,0.1848,-0.0245,0.5747,0.0005,0.1848
sh.600444,2025-10-20,29.7029,2025-10-27,30.2709,TIME,6,0.019126,0.016092,0.1845,-0.0311,0.5854,-0.006,0.1845
sh.600710,2025-10-20,56.9107,2025-10-24,59.7563,TP,5,0.05,0.046913,0.1823,-0.0393,0.6033,0.006,0.1823
sz.002368,2025-10-21,145.1444,2025-10-21,152.4016,TP,1,0.05,0.046913,0.2541,-0.1002,0.5152,0.0043,0.2541
sh.603035,2025-10-21,20.9217,2025-10-23,20.294,SL,3,-0.03,-0.032948,0.2534,-0.0704,0.4721,0.0018,0.2534
sh.605167,2025-10-21,10.9542,2025-10-28,11.3043,TIME,6,0.031955,0.028899,0.2449,-0.0752,0.5005,0.0057,0.2449
sz.002044,2025-10-21,38.3718,2025-10-28,40.2904,TP,6,0.05,0.046913,0.239,-0.034,0.4537,-0.002,0.239
sh.600550,2025-10-21,44.5048,2025-10-28,46.73,TP,6,0.05,0.046913,0.2374,-0.0586,0.4942,-0.0049,0.2374
sh.603688,2025-10-21,101.6702,2025-10-23,98.6201,SL,3,-0.03,-0.032947,0.2341,-0.1233,0.5997,-0.0018,0.2341
sh.603867,2025-10-21,41.0824,2025-10-28,43.826,TP,6,0.066783,0.063666,0.2324,-0.0988,0.5673,-0.008,0.2324
sh.600416,2025-10-21,37.2094,2025-10-23,36.0931,SL,3,-0.03,-0.032948,0.226,-0.12,0.615,-0.0007,0.226
sh.603396,2025-10-22,41.3599,2025-10-23,40.1191,SL,2,-0.03,-0.032947,0.2334,-0.0462,0.4857,0.0,0.2334
sh.603391,2025-10-22,52.3214,2025-10-24,54.9375,TP,3,0.05,0.046913,0.2263,-0.0632,0.529,-0.0099,0.2263
sz.002869,2025-10-22,46.2819,2025-10-23,44.8934,SL,2,-0.03,-0.032948,0.2152,-0.082,0.5851,0.0,0.2152
sz.000035,2025-10-22,15.2416,2025-10-29,15.3471,TIME,6,0.00692,0.003908,0.2018,-0.0634,0.5906,0.0035,0.2018
sz.002911,2025-10-22,35.1881,2025-10-29,36.9475,TP,6,0.05,0.046913,0.1981,-0.1224,0.6883,-0.0097,0.1981
sh.600038,2025-10-22,94.5795,2025-10-29,95.5513,TIME,6,0.010275,0.007257,0.1973,-0.0417,0.5692,-0.0019,0.1973
sh.603208,2025-10-22,39.0818,2025-10-29,39.0005,TIME,6,-0.002079,-0.005075,0.1824,-0.0511,0.6206,-0.0035,0.1824
sz.002149,2025-10-22,58.0065,2025-10-28,60.9068,TP,5,0.05,0.046912,0.1787,-0.0524,0.6319,-0.0029,0.1787
sz.002112,2025-10-23,43.7715,2025-10-28,45.9601,TP,4,0.05,0.046912,0.2285,-0.0614,0.521,-0.0175,0.2285
sh.603170,2025-10-23,15.1675,2025-10-27,15.9258,TP,3,0.05,0.046912,0.2277,-0.0434,0.496,-0.0043,0.2277
sh.603885,2025-10-23,42.1037,2025-10-29,40.8406,SL,5,-0.03,-0.032948,0.1924,-0.0135,0.5393,0.0,0.1924
sz.000537,2025-10-23,35.812,2025-10-30,35.7707,TIME,6,-0.001152,-0.00415,0.1888,-0.0178,0.5547,0.0,0.1888
sh.600621,2025-10-23,3534.7841,2025-10-27,3737.2071,TP,3,0.057266,0.054166,0.1877,-0.0401,0.591,0.0012,0.1877
sh.600867,2025-10-23,277.2135,2025-10-30,277.2135,TIME,6,0.0,-0.003,0.1855,-0.019,0.5648,0.0011,0.1855
sh.603960,2025-10-23,62.1507,2025-10-30,61.8312,TIME,6,-0.005141,-0.008132,0.1841,-0.0874,0.6708,0.0015,0.1841
sh.603058,2025-10-23,10.4965,2025-10-27,11.0213,TP,3,0.05,0.046913,0.1834,-0.0356,0.595,0.0,0.1834
sz.001337,2025-10-24,27.8842,2025-10-31,28.1314,TIME,6,0.008866,0.00585,0.1969,-0.0776,0.6242,-0.0007,0.1969
sh.603290,2025-10-24,150.2895,2025-10-27,157.8039,TP,2,0.05,0.046913,0.178,-0.1035,0.7102,0.0078,0.178
sh.600523,2025-10-24,23.9969,2025-10-31,23.9474,TIME,6,-0.002063,-0.00506,0.1758,-0.0498,0.6352,0.0021,0.1758
sh.603556,2025-10-24,46.9663,2025-10-28,51.6483,TP,3,0.099688,0.096514,0.1717,-0.0243,0.6072,-0.0014,0.1717
sz.000526,2025-10-24,68.9836,2025-10-28,66.9141,SL,3,-0.03,-0.032948,0.1696,-0.0265,0.6158,-0.0016,0.1696
sz.002219,2025-10-24,52.7555,2025-10-27,51.1729,SL,2,-0.03,-0.032948,0.1687,-0.0327,0.6273,0.0042,0.1687
sh.603190,2025-10-24,24.2334,2025-10-31,25.4451,TP,6,0.05,0.046913,0.1654,-0.0102,0.6017,-0.0009,0.1654
sz.002897,2025-10-24,71.5642,2025-10-27,75.1424,TP,2,0.05,0.046912,0.1547,-0.0351,0.6659,0.0079,0.1547
sz.002870,2025-10-27,40.8666,2025-10-29,39.6016,SL,3,-0.030954,-0.0339,0.2036,-0.0173,0.5171,-0.0005,0.2036
sz.003012,2025-10-27,8.3363,2025-10-29,8.0862,SL,3,-0.03,-0.032948,0.1892,-0.0471,0.5976,-0.0027,0.1892
sz.002043,2025-10-27,86.9843,2025-10-29,82.0739,SL,3,-0.056452,-0.059353,0.1866,0.0323,0.4851,-0.004,0.1866
sh.603871,2025-10-27,230.3645,2025-10-28,223.4535,SL,2,-0.03,-0.032947,0.1837,0.0172,0.515,0.0,0.1837
sh.600861,2025-10-27,48.5673,2025-11-03,48.8004,TIME,6,0.0048,0.001792,0.1693,-0.0275,0.6181,0.0,0.1693
sh.605507,2025-10-27,24.7341,2025-11-03,24.9881,TIME,6,0.010268,0.00725,0.1469,-0.0071,0.6433,0.004,0.1469
sh.603017,2025-10-27,52.5516,2025-10-29,50.975,SL,3,-0.03,-0.032947,0.1416,-0.0403,0.7064,0.0029,0.1416
sz.000567,2025-10-27,87.9754,2025-10-29,92.3742,TP,3,0.05,0.046913,0.1416,-0.0449,0.7133,0.0059,0.1416
sh.601666,2025-10-28,32.1649,2025-10-29,33.7732,TP,2,0.05,0.046913,0.184,-0.0615,0.6323,-0.0105,0.184
sz.002700,2025-10-28,44.6774,2025-11-04,44.8004,TIME,6,0.002755,-0.00025,0.1788,-0.0655,0.6512,-0.0027,0.1788
sh.603053,2025-10-28,12.8176,2025-11-04,12.5702,TIME,6,-0.019301,-0.022268,0.1729,-0.0645,0.6644,0.0,0.1729
sh.605339,2025-10-28,17.976,2025-11-04,17.976,TIME,6,0.0,-0.003,0.1664,-0.0006,0.5849,-0.0053,0.1664
sh.605011,2025-10-28,22.7698,2025-11-04,22.8009,TIME,6,0.001364,-0.001639,0.1643,-0.0277,0.6308,-0.0045,0.1643
sz.002108,2025-10-28,79.1794,2025-10-29,83.1384,TP,2,0.05,0.046912,0.1632,-0.0518,0.6698,0.0071,0.1632
sz.002390,2025-10-28,41.8232,2025-11-04,42.4818,TIME,6,0.015748,0.01272,0.1554,-0.0026,0.6153,-0.0026,0.1554
sh.600515,2025-10-28,12.3856,2025-10-29,13.0049,TP,2,0.05,0.046913,0.1501,-0.0538,0.7053,-0.0114,0.1501
sh.603299,2025-10-29,13.0607,2025-11-05,12.928,TIME,6,-0.010166,-0.013149,0.2168,-0.0662,0.5573,-0.0037,0.2168
sz.002893,2025-10-29,21.2021,2025-11-05,21.8205,TIME,6,0.029167,0.026116,0.2099,-0.0791,0.5938,0.0008,0.2099
sz.000726,2025-10-29,60.1013,2025-11-05,59.6845,TIME,6,-0.006935,-0.009923,0.2045,-0.0176,0.5152,-0.0014,0.2045
sh.603689,2025-10-29,15.1611,2025-11-05,15.4677,TIME,6,0.020225,0.017189,0.2006,-0.0122,0.5166,0.0023,0.2006
sz.002375,2025-10-29,25.3764,2025-11-05,26.6452,TP,6,0.05,0.046913,0.1829,-0.0312,0.5895,-0.005,0.1829
sz.000883,2025-10-29,21.6667,2025-11-05,21.5315,TIME,6,-0.006237,-0.009226,0.1813,-0.0021,0.5497,0.0,0.1813
sh.600917,2025-10-29,6.9325,2025-11-05,6.9442,TIME,6,0.001689,-0.001314,0.1738,-0.0216,0.5978,0.0068,0.1738
sz.001314,2025-10-29,49.9842,2025-11-04,48.4847,SL,5,-0.03,-0.032948,0.1727,-0.0535,0.6486,-0.0127,0.1727
sz.000065,2025-10-30,210.5033,2025-11-05,204.1882,SL,5,-0.03,-0.032948,0.266,-0.0737,0.4455,-0.0018,0.266
sz.002051,2025-10-30,48.1892,2025-11-06,48.6982,TIME,6,0.010563,0.007545,0.2373,-0.0262,0.4461,-0.0047,0.2373
sh.600820,2025-10-30,124.2192,2025-11-06,123.1101,TIME,6,-0.008929,-0.011913,0.2368,-0.0221,0.4413,0.0,0.2368
sh.603231,2025-10-30,20.6467,2025-11-03,21.679,TP,3,0.05,0.046913,0.2347,-0.0188,0.4415,-0.004,0.2347
sz.000928,2025-10-30,15.8817,2025-11-06,15.8331,TIME,6,-0.003063,-0.006057,0.2263,-0.0205,0.465,-0.0239,0.2263
sz.002083,2025-10-30,16.4123,2025-10-30,17.2329,TP,1,0.05,0.046912,0.2263,-0.0763,0.5486,-0.0053,0.2263
sh.600789,2025-10-30,24.2394,2025-11-06,24.7737,TIME,6,0.022044,0.019006,0.2124,-0.0467,0.539,-0.002,0.2124
sh.600133,2025-10-30,36.0876,2025-11-06,36.3464,TIME,6,0.007172,0.00416,0.2114,-0.0868,0.6018,-0.002,0.2114
